symbol,company,weight,sector,shares_held
FMC,FMC Corporation,4.7524016932028526e-4,Materials,1460308
LW,Lamb Weston Holdings Inc.,4.730584699728465e-4,Consumer Staples,1628314
RJF,Raymond James Financial Inc.,4.7190757352809674e-4,Financials,1442264
VIAB,Viacom Inc. Class B,4.7016621716821445e-4,Communication Services,3851654
FTNT,Fortinet Inc.,4.693355701689603e-4,Information Technology,1576569
REG,Regency Centers Corporation,4.686750556876256e-4,Real Estate,1861292
CBOE,Cboe Global Markets Inc,4.685349465552213e-4,Financials,1222525
CAG,Conagra Brands Inc.,4.6584284965402395e-4,Consumer Staples,5352438
WRK,WestRock Company,4.65422522256811e-4,Materials,2799655
TPR,Tapestry Inc.,4.6467193761893074e-4,Consumer Discretionary,3139519
HAS,Hasbro Inc.,4.6446177392032425e-4,Consumer Discretionary,1282360
NCLH,Norwegian Cruise Line Holdings Ltd.,4.622200278018551e-4,Consumer Discretionary,2410814
AES,AES Corporation,4.5808680839592764e-4,Utilities,7217093
CF,CF Industries Holdings Inc.,4.5727617698701695e-4,Materials,2548383
IRM,Iron Mountain Inc.,4.557249687353977e-4,Real Estate,3139069
STX,Seagate Technology PLC,4.547942437844261e-4,Information Technology,2865711
FTI,TechnipFMC Plc,4.5203209231702663e-4,Energy,4740686
CPRT,Copart Inc.,4.5191199877496577e-4,Industrials,2217238
JKHY,Jack Henry & Associates Inc.,4.5143162460672243e-4,Information Technology,850716
DRE,Duke Realty Corporation,4.499504709213053e-4,Real Estate,3895243
LNT,Alliant Energy Corp,4.467279608760059e-4,Utilities,2563395
URI,United Rentals Inc.,4.4422601208307156e-4,Industrials,908101
NI,NiSource Inc,4.3668013452358173e-4,Utilities,3986891
MAS,Masco Corporation,4.366300955477231e-4,Industrials,3370955
JNPR,Juniper Networks Inc.,4.365600409815209e-4,Information Technology,3811734
PNW,Pinnacle West Capital Corporation,4.279833605193421e-4,Utilities,1220876
FFIV,F5 Networks Inc.,4.2770314225453344e-4,Information Technology,667284
BEN,Franklin Resources Inc.,4.2759305650764436e-4,Financials,3358553
NDAQ,Nasdaq Inc.,4.2629204313531855e-4,Financials,1261926
SNA,Snap-on Incorporated,4.222388860907649e-4,Industrials,619890
TIF,Tiffany & Co.,4.1820574463655483e-4,Consumer Discretionary,1197030
PKI,PerkinElmer Inc.,4.149832345912555e-4,Health Care,1200905
DISCK,Discovery Inc. Class C,4.123111532804016e-4,Communication Services,3949017
FRT,Federal Realty Investment Trust,4.109100619563584e-4,Real Estate,798398
ZION,Zions Bancorporation N.A.,4.070370452248961e-4,Financials,2132091
NWL,Newell Brands Inc,4.0509553296157907e-4,Consumer Discretionary,4768987
NLSN,Nielsen Holdings Plc,4.0509553296157907e-4,Industrials,3912145
XRAY,DENTSPLY SIRONA Inc.,4.018429995307645e-4,Health Care,2436462
HFC,HollyFrontier Corporation,4.014727111094102e-4,Energy,1778784
RE,Everest Re Group Ltd.,3.9571822888566133e-4,Financials,448480
ARNC,Arconic Inc.,3.901338791798319e-4,Industrials,4717944
JBHT,J.B. Hunt Transport Services Inc.,3.8747180566414983e-4,Industrials,946361
IPG,Interpublic Group of Companies Inc.,3.84989872461559e-4,Communication Services,4205586
LKQ,LKQ Corporation,3.848897945098416e-4,Consumer Discretionary,3491818
HII,Huntington Ingalls Industries Inc.,3.831384303547876e-4,Industrials,474342
TMK,Torchmark Corporation,3.810367933687228e-4,Financials,1138170
PKG,Packaging Corporation of America,3.807365595135707e-4,Materials,1029772
BWA,BorgWarner Inc.,3.7665337908350196e-4,Consumer Discretionary,2293383
PVH,PVH Corp.,3.7090890465492474e-4,Consumer Discretionary,841553
AVY,Avery Dennison Corporation,3.696679380536293e-4,Materials,951440
ALB,Albemarle Corporation,3.671059424896646e-4,Materials,1189915
GRMN,Garmin Ltd.,3.6448390015466947e-4,Consumer Discretionary,1326800
ADS,Alliance Data Systems Corporation,3.6172174868727e-4,Information Technology,520211
WU,Western Union Company,3.603006417728833e-4,Information Technology,4904019
WHR,Whirlpool Corporation,3.598402831949834e-4,Consumer Discretionary,699613
ALK,Alaska Air Group Inc.,3.551566350546104e-4,Industrials,1345455
NKTR,Nektar Therapeutics,3.5239448358721087e-4,Health Care,1893396
MHK,Mohawk Industries Inc.,3.523744679968674e-4,Consumer Discretionary,692497
ALLE,Allegion PLC,3.4930207487914413e-4,Industrials,1042628
QRVO,Qorvo Inc.,3.488417163012442e-4,Information Technology,1367601
SLG,SL Green Realty Corp.,3.4567925302697524e-4,Real Estate,948193
BF.B,Brown-Forman Corporation Class B,3.429571327402627e-4,Consumer Staples,1841505
IVZ,Invesco Ltd.,3.390741082136287e-4,Financials,4482629
M,Macy's Inc,3.3896402246673954e-4,Consumer Discretionary,3342236
RHI,Robert Half International Inc.,3.307476226307433e-4,Industrials,1341253
UNM,Unum Group,3.298569288604587e-4,Financials,2394361
AIV,Apartment Investment and Management Company Class A,3.295366794149631e-4,Real Estate,1718757
DVA,DaVita Inc.,3.2335186199882945e-4,Health Care,1391255
JEC,Jacobs Engineering Group Inc.,3.230816515291926e-4,Industrials,1302793
PHM,PulteGroup Inc.,3.152255323193789e-4,Consumer Discretionary,2865134
KIM,Kimco Realty Corporation,3.147751815366507e-4,Real Estate,4638746
XEC,Cimarex Energy Co.,3.124333574664642e-4,Energy,1040911
CPB,Campbell Soup Company,3.059182828096633e-4,Consumer Staples,2086536
FL,Foot Locker Inc.,3.024155544995552e-4,Consumer Discretionary,1281497
AOS,A. O. Smith Corporation,3.0109452553688594e-4,Industrials,1580907
DISH,DISH Network Corporation Class A,3.003739642845208e-4,Communication Services,2498422
PNR,Pentair plc,2.978319843108996e-4,Industrials,1800865
HOG,Harley-Davidson Inc.,2.7884719687011405e-4,Consumer Discretionary,1825387
LB,L Brands Inc.,2.770057625585144e-4,Consumer Discretionary,2503788
CPRI,Capri Holdings Limited,2.75384499740693e-4,Consumer Discretionary,1635540
FLIR,FLIR Systems Inc.,2.75384499740693e-4,Information Technology,1497096
RL,Ralph Lauren Corporation Class A,2.73252839369113e-4,Consumer Discretionary,618144
FBHS,Fortune Brands Home & Security Inc.,2.699302513720962e-4,Industrials,1559870
TRIP,TripAdvisor Inc.,2.686692691804573e-4,Communication Services,1121751
PBCT,People's United Financial Inc.,2.679086767474053e-4,Financials,4086260
SEE,Sealed Air Corporation,2.652466032317232e-4,Materials,1741960
HP,Helmerich & Payne Inc.,2.607831265851284e-4,Energy,1187802
JEF,Jefferies Financial Group Inc.,2.5935201187557e-4,Financials,3180567
AMG,Affiliated Managers Group Inc.,2.5715029693778777e-4,Financials,586163
PRGO,Perrigo Co. Plc,2.5352747508561893e-4,Health Care,1378930
GPS,Gap Inc.,2.5191622006296924e-4,Consumer Discretionary,2402455
ROL,Rollins Inc.,2.516560173885041e-4,Industrials,1620460
FLS,Flowserve Corporation,2.464119327185138e-4,Industrials,1427373
HBI,Hanesbrands Inc.,2.3715472218465683e-4,Consumer Discretionary,4041642
JWN,Nordstrom Inc.,2.3622399723368528e-4,Consumer Discretionary,1256507
FLR,Fluor Corporation,2.3471282016275296e-4,Industrials,1533584
HRB,H&R Block Inc.,2.31170060671958e-4,Consumer Discretionary,2235201
XRX,Xerox Corporation,2.3111001390092756e-4,Information Technology,2439423
LEG,Leggett & Platt Incorporated,2.2982901611894518e-4,Consumer Discretionary,1442993
AIZ,Assurant Inc.,2.263362956040089e-4,Financials,578684
MAC,Macerich Company,2.2115225770504902e-4,Real Estate,1174796
GT,Goodyear Tire & Rubber Company,2.157980872881696e-4,Consumer Discretionary,2598106
PWR,Quanta Services Inc.,2.152376507585523e-4,Industrials,1614220
NWSA,News Corporation Class A,2.1315602936283098e-4,Communication Services,4181548
IPGP,IPG Photonics Corporation,2.0908285672793396e-4,Information Technology,394909
MAT,Mattel Inc.,1.9486177978889535e-4,Consumer Discretionary,3753301
DISCA,Discovery Inc. Class A,1.9045834991333096e-4,Communication Services,1702523
BHF,Brighthouse Financial Inc.,1.9041831873264402e-4,Financials,1308247
UAA,Under Armour Inc. Class A,1.6652971165770727e-4,Consumer Discretionary,2028932
NFX,Newfield Exploration Company,1.6342729515446877e-4,Energy,2179438
UA,Under Armour Inc. Class C,1.5275898550139687e-4,Consumer Discretionary,2053998
COTY,Coty Inc. Class A,1.502870600939778e-4,Consumer Staples,4936184
NWS,News Corporation Class B,6.458030224322026e-5,Communication Services,1250892
