symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
NTCT,"NetScout Systems, Inc.",26.49,$2.06B,1999,Technology,EDP Services
NTWK,NetSol Technologies Inc.,7.17,$84.55M,NA,Technology,Computer Software: Prepackaged Software
CUR,"Neuralstem, Inc.",0.408,$7.43M,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",91.53,$8.3B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NURO,"NeuroMetrix, Inc.",1.25,$9.21M,2004,Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",0.0399,NA,NA,Health Care,Medical/Dental Instruments
STIM,"Neuronetics, Inc.",14.4,$253.14M,2018,Health Care,Medical/Dental Instruments
NTRP,"Neurotrope, Inc.",3.95,$31.24M,NA,Health Care,Major Pharmaceuticals
NBEV,New Age Beverages Corporation,6.43,$482.68M,NA,Consumer Non-Durables,Beverages (Production/Distribution)
NYMT,"New York Mortgage Trust, Inc.",6.08,$946.97M,NA,Consumer Services,Real Estate Investment Trusts
NYMTN,"New York Mortgage Trust, Inc.",22.48,NA,NA,Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",23.079,NA,NA,Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",23.04,NA,NA,Finance,Finance: Consumer Services
NEWA,"Newater Technology, Inc.",5.92,$63.99M,2017,Basic Industries,Miscellaneous
NWL,Newell Brands Inc.,21.09,$9.84B,NA,Consumer Non-Durables,Plastic Products
NLNK,NewLink Genetics Corporation,1.52,$56.58M,2011,Health Care,Major Pharmaceuticals
NMRK,"Newmark Group, Inc.",10.33,$1.82B,2017,NA,NA
NWS,News Corporation,12.68,$7.42B,NA,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,12.52,$7.32B,NA,Consumer Services,Newspapers/Magazines
NEWT,Newtek Business Services Corp.,19.38,$366.25M,NA,NA,NA
NEWTI,Newtek Business Services Corp.,25.19,NA,NA,NA,NA
NEWTZ,Newtek Business Services Corp.,25.557,NA,NA,NA,NA
NXEO,"Nexeo Solutions, Inc.",9.12,$818.05M,NA,Consumer Durables,Specialty Chemicals
NXEOU,"Nexeo Solutions, Inc.",9,NA,2014,Consumer Durables,Specialty Chemicals
NXEOW,"Nexeo Solutions, Inc.",0.39,NA,NA,Consumer Durables,Specialty Chemicals
NXST,"Nexstar Media Group, Inc.",83.45,$3.86B,2003,Consumer Services,Broadcasting
NEXT,NextDecade Corporation,4.51,$493.28M,2015,Public Utilities,Oil & Gas Production
NXGN,"NextGen Healthcare, Inc.",18.26,$1.18B,NA,Technology,EDP Services
NFEC,NF Energy Saving Corporation,12.26,$92.85M,NA,Capital Goods,Metal Fabrications
NODK,"NI Holdings, Inc.",15.49,$346.35M,2017,Finance,Property-Casualty Insurers
EGOV,NIC Inc.,13.81,$919.32M,1999,Miscellaneous,Business Services
NICE,NICE Ltd,106.11,$6.57B,NA,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",10.785,$85.27M,NA,Finance,Finance Companies
NCBS,Nicolet Bankshares Inc.,54.49,$517.38M,NA,Finance,Major Banks
NITE,Nightstar Therapeutics plc,14.74,$493.56M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NIHD,"NII Holdings, Inc.",5.22,$526.56M,NA,Public Utilities,Telecommunications Equipment
NIU,Niu Technologies,7.8312,$582.15M,2018,Capital Goods,Auto Manufacturing
LASR,"nLIGHT, Inc.",19.38,$708.76M,2018,Technology,Semiconductors
NMIH,NMI Holdings Inc,20,$1.33B,2013,Finance,Property-Casualty Insurers
NNBR,"NN, Inc.",8.46,$356.2M,1994,Capital Goods,Metal Fabrications
NDLS,Noodles & Company,7.56,$332.05M,2013,Consumer Services,Restaurants
NDSN,Nordson Corporation,128.28,$7.43B,NA,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,4.32,$11.55M,NA,Capital Goods,Industrial Machinery/Components
NBN,Northeast Bancorp,18.7,$169.2M,NA,Finance,Major Banks
NTIC,Northern Technologies International Corporation,29.455,$133.79M,NA,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,91.16,$20.18B,NA,Finance,Major Banks
NTRSP,Northern Trust Corporation,25.8,$412.8M,NA,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",14.24,$705.49M,NA,Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,34.94,$240.54M,NA,Finance,Savings Institutions
NWBI,"Northwest Bancshares, Inc.",18.23,$1.88B,2009,Finance,Major Banks
NWPX,Northwest Pipe Company,23.02,$224.1M,1995,Basic Industries,Steel/Iron Ore
NCLH,Norwegian Cruise Line Holdings Ltd.,47.53,$10.46B,NA,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,30.09,$188.63M,NA,Finance,Major Banks
NVFY,"Nova Lifestyle, Inc",0.7205,$19.92M,NA,Consumer Durables,Home Furnishings
NVMI,Nova Measuring Instruments Ltd.,23.63,$659.95M,2e3,Capital Goods,Electronic Components
NOVN,"Novan, Inc.",1.3821,$36.01M,2016,Health Care,Major Pharmaceuticals
NOVT,Novanta Inc.,69.43,$2.42B,NA,Miscellaneous,Industrial Machinery/Components
NVAX,"Novavax, Inc.",2.05,$784.84M,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVLN,Novelion Therapeutics Inc.,0.9701,$18.37M,NA,Health Care,Major Pharmaceuticals
NVCR,NovoCure Limited,46.45,$4.32B,2015,Health Care,Medical/Dental Instruments
NVMM,"Novume Solutions, Inc.",0.69,$12.95M,NA,Consumer Durables,Telecommunications Equipment
NVUS,"Novus Therapeutics, Inc.",2.1635,$20.38M,2014,Health Care,Major Pharmaceuticals
NUAN,"Nuance Communications, Inc.",15.35,$4.41B,NA,Technology,Computer Software: Prepackaged Software
NCNA,NuCana plc,16.02,$515.61M,2017,Health Care,Major Pharmaceuticals
NTNX,"Nutanix, Inc.",52.16,$9.34B,2016,Technology,Computer Software: Prepackaged Software
NTRI,NutriSystem Inc,43.54,$1.28B,NA,Consumer Services,Catalog/Specialty Distribution
NUVA,"NuVasive, Inc.",48.02,$2.47B,2004,Health Care,Medical/Dental Instruments
NVTR,Nuvectra Corporation,14.01,$246.7M,NA,Health Care,Medical/Dental Instruments
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,21.55,$790.06M,NA,NA,NA
NVEE,"NV5 Global, Inc.",69.06,$861.75M,2013,Consumer Services,Other Consumer Services
NVEC,NVE Corporation,97.25,$471.08M,NA,Technology,Semiconductors
NVDA,NVIDIA Corporation,156.93,$95.73B,1999,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,80.79,$23.87B,2010,Technology,Semiconductors
NXTM,"NxStage Medical, Inc.",28.5,$1.9B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD,NXT-ID Inc.,1.3,$32.88M,NA,Consumer Services,Diversified Commercial Services
NXTDW,NXT-ID Inc.,0.1095,NA,NA,Consumer Services,Diversified Commercial Services
NYMX,Nymox Pharmaceutical Corporation,2.26,$144M,NA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,1.6508,$42.99M,NA,Technology,Semiconductors
OVLY,Oak Valley Bancorp (CA),17.81,$145.92M,NA,Finance,Major Banks
OCSL,Oaktree Specialty Lending Corporation,4.64,$654.06M,NA,NA,NA
OCSLL,Oaktree Specialty Lending Corporation,24.75,NA,NA,NA,NA
OCSI,Oaktree Strategic Income Corporation,8.4,$247.52M,NA,NA,NA
OASM,Oasmia Pharmaceutical AB,3.1158,$208.26M,2015,Health Care,Major Pharmaceuticals
OBLN,"Obalon Therapeutics, Inc.",1.71,$39.82M,2016,Health Care,Medical/Dental Instruments
OBSV,ObsEva SA,13.74,$595.52M,2017,Health Care,Major Pharmaceuticals
OBCI,"Ocean Bio-Chem, Inc.",3.6709,$34.28M,NA,Consumer Durables,Specialty Chemicals
OPTT,"Ocean Power Technologies, Inc.",0.3498,$6.72M,2007,Public Utilities,Electric Utilities: Central
OCFC,OceanFirst Financial Corp.,23.36,$1.13B,NA,Finance,Savings Institutions
OFED,Oconee Federal Financial Corp.,26.15,$150.68M,2011,Finance,Savings Institutions
OCUL,"Ocular Therapeutix, Inc.",3.94,$161.92M,2014,Health Care,Major Pharmaceuticals
ODT,"Odonate Therapeutics, Inc.",17.03,$456.88M,2017,Health Care,Major Pharmaceuticals
OMEX,"Odyssey Marine Exploration, Inc.",5.65,$51.79M,NA,Consumer Services,Marine Transportation
ODP,"Office Depot, Inc.",2.99,$1.64B,NA,Consumer Services,Other Specialty Stores
OPI,Office Properties Income Trust,32.22,$49.94M,NA,Finance,Real Estate
OPINI,Office Properties Income Trust,23.49,NA,NA,Finance,Real Estate
OFS,OFS Capital Corporation,11.1,$148.22M,NA,NA,NA
OFSSL,OFS Capital Corporation,24.8,NA,NA,NA,NA
OFSSZ,OFS Capital Corporation,24.8748,NA,NA,NA,NA
OCCI,"OFS Credit Company, Inc.",15.65,NA,2018,NA,NA
OHAI,OHA Investment Corporation,1.14,$23M,NA,NA,NA
OVBC,Ohio Valley Banc Corp.,34.95,$165.42M,NA,Finance,Major Banks
OHRP,"Ohr Pharmaceutical, Inc.",0.1277,$7.21M,NA,Health Care,Major Pharmaceuticals
OKTA,"Okta, Inc.",77.9,$8.6B,2017,Technology,Computer Software: Prepackaged Software
ODFL,"Old Dominion Freight Line, Inc.",136.63,$11.17B,1991,Transportation,Trucking Freight/Courier Services
OLBK,"Old Line Bancshares, Inc.",29.15,$495.26M,NA,Finance,Major Banks
ONB,Old National Bancorp,16.75,$2.93B,NA,Finance,Major Banks
OPOF,Old Point Financial Corporation,20.5,$106.26M,NA,Finance,Major Banks
OSBC,"Old Second Bancorp, Inc.",14.27,$424.65M,NA,Finance,Major Banks
OSBCP,"Old Second Bancorp, Inc.",10.4268,NA,NA,Finance,Major Banks
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",75.68,$4.76B,2015,Consumer Services,Department/Specialty Retail Stores
ZEUS,"Olympic Steel, Inc.",18.92,$208.28M,1994,Basic Industries,Metal Fabrications
OFLX,"Omega Flex, Inc.",63.4,$639.82M,NA,Capital Goods,Industrial Specialties
OMER,Omeros Corporation,13.43,$658.2M,2009,Health Care,Major Pharmaceuticals
OMCL,"Omnicell, Inc.",67.61,$2.68B,2001,Technology,Computer Manufacturing
ON,ON Semiconductor Corporation,18.41,$7.75B,NA,Technology,Semiconductors
OTIV,On Track Innovations Ltd,0.75,$30.97M,NA,Technology,Semiconductors
ONCY,Oncolytics Biotech Inc.,2.02,$35.15M,NA,Health Care,Major Pharmaceuticals
OMED,"OncoMed Pharmaceuticals, Inc.",0.79,$30.52M,2013,Health Care,Major Pharmaceuticals
ONTX,"Onconova Therapeutics, Inc.",1.95,$11.06M,2013,Health Care,Major Pharmaceuticals
ONTXW,"Onconova Therapeutics, Inc.",0.055,NA,NA,Health Care,Major Pharmaceuticals
ONCS,OncoSec Medical Incorporated,0.7195,$46.41M,NA,Health Care,Major Pharmaceuticals
OHGI,"One Horizon Group, Inc.",0.113,$9.99M,NA,Public Utilities,Telecommunications Equipment
OSS,"One Stop Systems, Inc.",2.44,$34.61M,2018,Technology,Computer Manufacturing
OSPN,OneSpan Inc.,14.38,$578.89M,NA,Technology,EDP Services
OPBK,OP Bancorp,9.19,$145.05M,2018,Finance,Major Banks
OTEX,Open Text Corporation,35.29,$9.48B,1996,Technology,EDP Services
OPRA,Opera Limited,7.55,$830.95M,2018,NA,NA
OPES,Opes Acquisition Corp.,10.05,$148.94M,2018,Finance,Business Services
OPESU,Opes Acquisition Corp.,10.2397,NA,2018,Finance,Business Services
OPESW,Opes Acquisition Corp.,0.26,NA,2018,Finance,Business Services
OPGN,"OpGen, Inc.",1.6999,$14.7M,2015,Health Care,Medical Specialities
OPGNW,"OpGen, Inc.",0.25,NA,2015,Health Care,Medical Specialities
OPHT,Ophthotech Corporation,1.39,$57.36M,2013,Health Care,Major Pharmaceuticals
OPNT,"Opiant Pharmaceuticals, Inc.",15.145,$58.07M,NA,Basic Industries,Precious Metals
OPK,"Opko Health, Inc.",3.8,$2.23B,NA,Health Care,Major Pharmaceuticals
OBAS,Optibase Ltd.,9.34,$48.55M,1999,Finance,Real Estate
OCC,Optical Cable Corporation,3.69,$28.39M,NA,Basic Industries,Telecommunications Equipment
OPRX,OptimizeRx Corporation,11.285,$135.58M,NA,Miscellaneous,Business Services
OPHC,"OptimumBank Holdings, Inc.",3.5,$6.35M,NA,Finance,Major Banks
OPTN,"OptiNose, Inc.",7.17,$295.6M,2017,Health Care,Major Pharmaceuticals
OPB,Opus Bank,21.62,$779.59M,2014,NA,NA
ORMP,Oramed Pharmaceuticals Inc.,3.41,$59.26M,NA,Health Care,Major Pharmaceuticals
OSUR,"OraSure Technologies, Inc.",12.19,$746.63M,NA,Health Care,Medical/Dental Instruments
ORBC,ORBCOMM Inc.,8.5,$670.53M,2006,Consumer Services,Telecommunications Equipment
ORBK,Orbotech Ltd.,58.42,$2.84B,NA,Capital Goods,Industrial Machinery/Components
ORTX,Orchard Therapeutics plc,13.32,$1.12B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ORLY,"O&#39;Reilly Automotive, Inc.",351.5,$28.16B,1993,Consumer Services,Other Specialty Stores
ORGO,Organogenesis Holdings Inc.,30.35,$176.41M,2016,Health Care,Major Pharmaceuticals
ONVO,"Organovo Holdings, Inc.",1.03,$119.37M,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ORGS,Orgenesis Inc.,5.16,$80.35M,NA,Health Care,Major Pharmaceuticals
SEED,Origin Agritech Limited,6.37,$1.49M,NA,Consumer Non-Durables,Farming/Seeds/Milling
OBNK,"Origin Bancorp, Inc.",36.22,$855.56M,2018,Finance,Major Banks
OESX,"Orion Energy Systems, Inc.",0.95,$28.09M,2015,Consumer Durables,Building Products
ORIT,Oritani Financial Corp.,16.15,$734.71M,NA,Finance,Major Banks
ORRF,Orrstown Financial Services Inc,19.36,$182.62M,NA,Finance,Major Banks
OFIX,Orthofix Medical Inc.,51.93,$982.56M,1992,Health Care,Medical/Dental Instruments
KIDS,OrthoPediatrics Corp.,34.04,$494.82M,2017,Health Care,Medical/Dental Instruments
OSIS,"OSI Systems, Inc.",76.7,$1.39B,1997,Technology,Semiconductors
OSIR,"Osiris Therapeutics, Inc.",14.5,$500.63M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSMT,Osmotica Pharmaceuticals plc,8.2,$430.66M,2018,Health Care,Major Pharmaceuticals
OSN,"Ossen Innovation Co., Ltd.",1.61,$10.62M,2010,Basic Industries,Steel/Iron Ore
OTEL,Otelco Inc.,16.0793,$54.49M,NA,Public Utilities,Telecommunications Equipment
OTIC,"Otonomy, Inc.",2.03,$62.18M,2014,Health Care,Major Pharmaceuticals
OTTW,"Ottawa Bancorp, Inc.",13.3901,$45.33M,NA,Finance,Savings Institutions
OTTR,Otter Tail Corporation,48.37,$1.92B,NA,Public Utilities,Electric Utilities: Central
OTLK,"Outlook Therapeutics, Inc.",0.6602,$56.18M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OTLKW,"Outlook Therapeutics, Inc.",0.1635,NA,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSTK,"Overstock.com, Inc.",15.13,$486.37M,2002,Consumer Services,Catalog/Specialty Distribution
OVID,Ovid Therapeutics Inc.,3.555,$87.65M,2017,Health Care,Major Pharmaceuticals
OXBR,Oxbridge Re Holdings Limited,1,$5.73M,2014,Finance,Property-Casualty Insurers
OXBRW,Oxbridge Re Holdings Limited,0.007,NA,2014,Finance,Property-Casualty Insurers
OXFD,Oxford Immunotec Global PLC,14.88,$392.26M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OXLC,Oxford Lane Capital Corp.,10.34,$375.94M,2011,NA,NA
OXLCM,Oxford Lane Capital Corp.,25.2607,NA,NA,NA,NA
OXLCO,Oxford Lane Capital Corp.,25.5,NA,NA,NA,NA
OXSQ,Oxford Square Capital Corp.,6.32,$306.52M,NA,NA,NA
OXSQL,Oxford Square Capital Corp.,25.09,NA,NA,NA,NA
PFIN,"P & F Industries, Inc.",7.7,$27.63M,NA,Technology,Industrial Machinery/Components
PTSI,"P.A.M. Transportation Services, Inc.",51.91,$310.07M,1986,Transportation,Trucking Freight/Courier Services
PCAR,PACCAR Inc.,62.98,$22.01B,NA,Capital Goods,Auto Manufacturing
VETS,Pacer Military Times Best Employers ETF,23.81,$2.38M,NA,NA,NA
PACB,"Pacific Biosciences of California, Inc.",7.34,$1.1B,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PCB,Pacific City Financial Corporation,15,$239.59M,2018,Finance,Major Banks
PEIX,"Pacific Ethanol, Inc.",1.13,$51.66M,NA,Basic Industries,Major Chemicals
PMBC,Pacific Mercantile Bancorp,7.8,$170.95M,2e3,Finance,Major Banks
PPBI,Pacific Premier Bancorp Inc,28.77,$1.8B,NA,Finance,Major Banks
PCRX,"Pacira Pharmaceuticals, Inc.",40.04,$1.65B,2011,Health Care,Major Pharmaceuticals
PACW,PacWest Bancorp,39.55,$4.82B,NA,Finance,Major Banks
PTIE,"Pain Therapeutics, Inc.",1.13,$19.46M,2e3,Health Care,Major Pharmaceuticals
PAAS,Pan American Silver Corp.,14.18,$2.17B,NA,Basic Industries,Precious Metals
PANL,Pangaea Logistics Solutions Ltd.,3.1,$136.55M,2013,Transportation,Marine Transportation
PZZA,"Papa John&#39;s International, Inc.",42.86,$1.35B,1993,Consumer Services,Restaurants
FRSH,"Papa Murphy&#39;s Holdings, Inc.",4.79,$81.56M,2014,Consumer Services,Restaurants
PRTK,"Paratek Pharmaceuticals, Inc.",6.72,$216.95M,NA,Health Care,Major Pharmaceuticals
TEUM,Pareteum Corporation,2.34,$228.98M,NA,Technology,EDP Services
PNRL,Paringa Resources Limited,6.85,$62.25M,NA,NA,NA
PCYG,"Park City Group, Inc.",7.39,$146.35M,NA,Technology,EDP Services
PKBK,"Parke Bancorp, Inc.",18.91,$196.61M,NA,Finance,Major Banks
PKOH,Park-Ohio Holdings Corp.,31.2,$396.29M,NA,Capital Goods,Industrial Specialties
PTNR,Partner Communications Company Ltd.,4.56,$744.65M,NA,Public Utilities,Telecommunications Equipment
PBHC,"Pathfinder Bancorp, Inc.",14.2628,$62.16M,NA,Finance,Major Banks
PATK,"Patrick Industries, Inc.",38.95,$935.07M,NA,Basic Industries,Forest Products
PNBK,Patriot National Bancorp Inc.,14.35,$56.03M,NA,Finance,Major Banks
PATI,"Patriot Transportation Holding, Inc.",18.75,$62.41M,NA,Transportation,Trucking Freight/Courier Services
PEGI,Pattern Energy Group Inc.,20.06,$1.97B,2013,Public Utilities,Electric Utilities: Central
PDCO,"Patterson Companies, Inc.",22.29,$2.12B,1992,Health Care,Medical Specialities
PTEN,"Patterson-UTI Energy, Inc.",12.86,$2.8B,1993,Energy,Oil & Gas Production
PAVM,PAVmed Inc.,0.9709,$26.36M,2016,Health Care,Medical/Dental Instruments
PAVMW,PAVmed Inc.,0.58,NA,2016,Health Care,Medical/Dental Instruments
PAVMZ,PAVmed Inc.,0.36,NA,NA,Health Care,Medical/Dental Instruments
PAYX,"Paychex, Inc.",69.9,$25.1B,1983,Consumer Services,Diversified Commercial Services
PCTY,Paylocity Holding Corporation,66.37,$3.5B,2014,Technology,Computer Software: Prepackaged Software
PYDS,"Payment Data Systems, Inc.",2.18,$34.76M,NA,Finance,Investment Bankers/Brokers/Service
PYPL,"PayPal Holdings, Inc.",91.12,$107.37B,NA,Miscellaneous,Business Services
PBBI,"PB Bancorp, Inc.",11.02,$84.01M,NA,Finance,Savings Institutions
CNXN,"PC Connection, Inc.",32.54,$869.8M,NA,Consumer Services,Catalog/Specialty Distribution
PCMI,"PCM, Inc.",19.83,$240.95M,NA,Consumer Services,Catalog/Specialty Distribution
PCSB,PCSB Financial Corporation,20.02,$367.35M,2017,Finance,Banks
PCTI,"PC-Tel, Inc.",5.12,$93.88M,1999,Technology,Radio And Television Broadcasting And Communications Equipment
PDCE,"PDC Energy, Inc.",33.55,$2.22B,NA,Energy,Oil & Gas Production
PDFS,"PDF Solutions, Inc.",9.85,$317.9M,2001,Technology,EDP Services
PDLI,"PDL BioPharma, Inc.",3.12,$455.45M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PDLB,PDL Community Bancorp,12.71,$234.67M,2017,Finance,Savings Institutions
PDVW,"pdvWireless, Inc.",39.73,$581.28M,2015,Public Utilities,Telecommunications Equipment
SKIS,"Peak Resorts, Inc.",4.96,$75.22M,2014,Consumer Services,Hotels/Resorts
PGC,Peapack-Gladstone Financial Corporation,27.71,$533.11M,NA,Finance,Commercial Banks
PEGA,Pegasystems Inc.,54.6,$4.3B,1996,Technology,EDP Services
PENN,"Penn National Gaming, Inc.",24.6,$2.92B,1994,Consumer Services,Hotels/Resorts
PVAC,Penn Virginia Corporation,55.09,$830.41M,NA,Energy,Oil & Gas Production
PFLT,PennantPark Floating Rate Capital Ltd.,12.59,$488.14M,NA,NA,NA
PNNT,PennantPark Investment Corporation,7.17,$495.12M,2007,NA,NA
PWOD,"Penns Woods Bancorp, Inc.",38.72,$181.64M,NA,Finance,Major Banks
WRLS,Pensare Acquisition Corp.,10.18,$395.11M,2017,Finance,Business Services
WRLSR,Pensare Acquisition Corp.,0.26,NA,2017,Finance,Business Services
WRLSU,Pensare Acquisition Corp.,10.48,NA,2017,Finance,Business Services
WRLSW,Pensare Acquisition Corp.,0.25,NA,2017,Finance,Business Services
PEBO,Peoples Bancorp Inc.,31.51,$616.39M,NA,Finance,Major Banks
PEBK,"Peoples Bancorp of North Carolina, Inc.",26.82,$160.79M,NA,Finance,Major Banks
PFIS,Peoples Financial Services Corp.,41.97,$310.54M,NA,Finance,Major Banks
PBCT,"People&#39;s United Financial, Inc.",16.37,$6.18B,NA,Finance,Savings Institutions
PBCTP,"People&#39;s United Financial, Inc.",24.99,NA,NA,Finance,Savings Institutions
PUB,People&#39;s Utah Bancorp,30.8,$576.56M,2015,Finance,Major Banks
KPFS,"Pepper Food Service Co., Ltd.",5.7545,$598.54M,NA,Consumer Services,Restaurants
PEP,"Pepsico, Inc.",110.07,$155.37B,NA,Consumer Non-Durables,Beverages (Production/Distribution)
PRCP,"Perceptron, Inc.",8.53,$82.04M,1992,Capital Goods,Electronic Components
PRFT,"Perficient, Inc.",25.1,$832.86M,1999,Technology,EDP Services
PFMT,Performant Financial Corporation,1.98,$104.92M,2012,Consumer Services,Other Consumer Services
